duration_seconds,point_count,start_x,start_y,end_x,end_y,delta_x,delta_y,displacement_pixels,trajectory_distance_pixels,average_speed_pixels_per_second,maximum_speed_pixels_per_second,minimum_speed_pixels_per_second,average_direction_degrees,mean_direction_change_degrees,max_direction_change_degrees,predicted_point_ratio,shot_type
0.45489648113461634,9,1360.934072833945,485.270985838834,1685.9791924145907,461.7048688223068,325.04511958064575,-23.566117016527166,325.8982841845488,389.9425362716684,584.8910246568842,640.3619557505689,397.8161894111581,-46.51271127627075,42.07059955394407,71.50920960645317,0.164552322654166,forehand
0.7378450301307273,9,865.1212982409967,347.705169160105,1151.9963766492465,210.17221311036508,286.87507840824986,-137.53295604973994,318.1393163560883,378.4336951982615,647.5037044506873,760.2237968640413,575.164078904809,141.52360367599118,36.135339882950475,35.571096628157406,0.09334420074540684,forehand
0.6093584983615384,11,265.7056486808432,300.2881698439061,558.7877489816315,348.78702589613374,293.0821003007883,48.498856052227666,297.06776424764774,331.94023800894644,624.3878635464231,697.0135227094004,344.64249623127165,-8.746226558663864,14.076373962035365,73.58511957460082,0.08743038377446616,forehand
0.673216132306672,6,1449.0172940867562,655.1723163014619,1753.3327209172758,535.2417338641403,304.3154268305195,-119.93058243732166,327.0951292984909,350.6728089073539,655.8342904570364,845.2873890862292,364.57893359952635,-108.033047108961,5.2944907900402205,82.95395020017108,0.13297017131840644,forehand
0.6224857748773317,6,1257.7480679395026,707.4738701642791,1460.710802510223,589.1411992696786,202.96273457072044,-118.33267089460051,234.93933818216684,262.6090959050161,724.7470655617198,904.3630421724264,584.145803608993,48.49859520021269,27.143176026319832,64.73657285963309,0.06079001961252244,forehand
0.5224313676662078,9,246.2267518519091,483.86630300103553,582.0243399776245,392.38804350813865,335.7975881257154,-91.4782594928969,348.03490076556596,353.1077479950946,593.335639299826,681.4367032763579,366.34767563348635,58.28994530168222,27.281286093651133,82.71185672851308,0.1328627080654775,forehand
0.6118262106001671,9,809.5802921601058,729.1132500329226,993.3876980534408,627.3300192390183,183.80740589333487,-101.78323079390431,210.10708824807017,218.5781742254042,590.208017720548,723.2206438326233,331.06233854714907,70.67533502798497,22.846251022961226,50.4816980877186,0.06030241782957531,forehand
0.5502753172398518,7,1145.4238896783327,435.1781968597038,1250.712642436024,275.8162201184397,105.28875275769127,-159.36197674126413,191.00251592100417,224.41397166243613,669.9887113361718,765.8336024044219,594.7292485147503,100.35032542768607,33.67560756635982,55.94892017150309,0.054448312369031804,forehand
0.6934423643545857,7,344.58644323024896,786.6915577534971,678.6172569759885,603.0523323619562,334.0308137457396,-183.63922539154092,381.1823049854834,462.8138568089388,661.8867801166139,870.7000363628127,521.4245977893256,-24.446505680962673,30.092353628097726,66.72783751301884,0.129969320310964,forehand
0.7335111245914578,4,326.66648170983365,470.27481141089623,598.6661501070101,471.82606592532244,271.9996683971765,1.5512545144261907,272.00409187867467,279.03559946190785,667.8435529574755,838.5948542411178,379.4935421656325,153.043242615647,28.242445588015798,47.74958436278696,0.11818309829628336,forehand
0.7338126567894381,9,234.20580654454625,823.0634886069395,382.64789842379207,761.8743194539512,148.44209187924582,-61.189169152988285,160.55892707389233,198.20302942196616,749.8365445845893,937.3742773463325,516.9341348466838,-83.88876128691831,18.26275989370209,61.65379219772302,0.08778229206100935,forehand
0.5464346247174189,7,232.41811982049563,737.0897507263326,498.1229765650301,647.5716605040113,265.7048567445345,-89.51809022232129,280.3793133857868,327.4998673150118,566.2658527647822,650.3177263541731,432.49633460887475,81.71806114327774,35.74589967670628,28.619275676471723,0.1832023690275216,forehand
0.5678613320775614,11,545.3209863423212,224.31816151451685,722.7983798887459,272.0263454606267,177.47739354642468,47.70818394610987,183.77784424535065,227.55829339750477,691.9244601868172,796.9732920359942,488.514480537019,-87.85256739566302,42.44174280195853,33.16862540656145,0.008982123878465798,forehand
0.6659991613573438,5,852.6455900045569,845.0441166362941,1119.9043817767688,859.7895920209202,267.25879177221196,14.74547538462609,267.6652589034691,302.38534824523623,644.0680836945058,747.4894245278596,520.9254689424765,58.198054740393985,19.946309154948402,27.55733344492122,0.1493579222698052,forehand
0.8223665720783297,9,593.690773884297,808.9285478469565,706.8748539597304,827.9842237808315,113.18408007543351,19.05567593387498,114.77697838773683,131.97581481482914,641.0240393358699,869.2905935262722,370.8797568207138,-68.28347775596588,36.0961935296471,97.74611408487739,0.10014823724046847,forehand
0.7143938793276858,4,415.84625382687614,209.058587010331,806.5944399582478,134.49368142443575,390.74818613137165,-74.56490558589526,397.7990323140449,448.153421521626,547.4913949484488,707.9019129685223,401.00823467825023,-108.08076540237926,37.16498104729051,77.23257036926412,0.14779680078310836,forehand
0.6172326905638039,7,396.58662733596987,280.439972372724,695.4380460808962,171.3898063727093,298.8514187449264,-109.05016600001471,318.12593291098744,394.12806795086334,700.1378912652302,805.337935866021,609.0663150417481,-171.05058310094773,27.207921693072986,70.71800893448682,0.02117948075015066,forehand
0.564675664944118,8,410.50939559586897,472.42430755559747,912.256799349261,505.03498423249766,501.74740375339206,32.61067667690021,502.8060395486462,561.5566125576261,635.6308319225412,841.999318957368,322.3504598965168,-140.70816116433542,38.17714459530946,83.74536706601293,0.04652814839328674,forehand
0.6405737445747444,5,996.1543858985802,593.9102834550072,1193.2104431619728,461.2986367649519,197.05605726339263,-132.6116466900553,237.5225011278753,252.23936934553683,562.1135804321684,636.7801543301147,448.79469346455255,113.96475483260775,9.211123194164998,25.32470855641425,0.11888673275129036,forehand
0.7277337576061744,7,419.2598662890474,736.0317237966218,570.5741584462237,641.3150530400952,151.31429215717625,-94.71667075652658,178.51404070892448,191.22067380120512,671.7383037233309,741.4410194399208,366.90079164705145,-172.3867141188816,7.2158163665704045,33.97131767486822,0.010676386525435079,forehand
0.6553155347577868,10,1086.7157241664568,642.4644424196791,1352.2586569333034,583.5698269236314,265.5429327668466,-58.89461549604779,271.9956339297477,274.95189069282384,650.0042196545708,723.7955868717163,386.5561759070593,-90.22047270040375,27.84930606971091,53.300994056255384,0.009850823985518798,forehand
0.6762749225147139,10,760.4212076893574,540.4394166664642,899.1800604910156,531.9079938517962,138.7588528016582,-8.53142281466809,139.02087759065142,142.46557657145163,674.0071701695805,906.7089767613793,580.3614615581215,172.64544501117336,37.08103521094374,82.35820326170631,0.12849665519910955,forehand
0.7971491972993158,10,1368.4945318671935,287.45893546854563,1593.296794046505,216.61268619469377,224.80226217931147,-70.84624927385188,235.70160821918176,273.38813111630867,521.6670779534352,596.4022309289627,289.9985703897358,-7.964181351451515,21.6755747437954,38.605595242309896,0.07350236202302561,forehand
0.6165543827644123,6,749.5886747393711,412.87211686815454,993.4562401564863,269.6982062259176,243.86756541711526,-143.17391064223693,282.7899541197711,347.57345772050724,715.002229734948,871.1005512097662,451.4127123621967,12.756524338801142,38.94241955094498,72.20698724480816,0.16087836558941548,forehand
0.5321696376885134,7,999.0834140986103,611.3964590239534,1179.3410317685825,590.7714950996447,180.25761766997232,-20.624963924308815,181.43372857584382,187.42570615761062,689.1175171208831,871.7563374569943,370.7716169240276,81.25762617771369,8.37972875294081,94.87518581605008,0.027481586007560434,forehand
0.5801069571421253,10,1638.3203688636206,720.5747144553128,2039.4432121912928,678.8267431091746,401.1228433276722,-41.74797134613824,403.28950959675876,428.83622172420564,599.3141316779801,753.0541262596491,322.4427967609892,41.819652008683676,11.851652163711552,65.19604891779535,0.11448610280676995,forehand
0.8116209681651207,4,898.977729471841,539.7106540835298,1156.181086795099,484.5440712058914,257.2033573232578,-55.16658287763842,263.05307237276435,270.9271444531235,546.8380861597628,596.592831918506,292.6040943647808,56.83078261459002,21.74433203161518,81.94571329134746,0.13424628266171854,forehand
0.5636654735260619,11,700.4566374923572,783.9382557849982,973.8967267622268,720.1588501419018,273.4400892698696,-63.779405643096446,280.77979806977015,291.8433397883629,642.6235659879824,707.9939215372592,561.9428104875132,-22.35454660844883,20.332792911096394,78.37485669419024,0.11059861305058,forehand
0.782896059043699,10,1604.2099802576934,707.1959710411049,1938.6484993062254,627.8815343747445,334.43851904853204,-79.31443666636044,343.7148569484267,353.89556875332886,692.8396991283264,933.7309085209104,522.9758808069563,-136.10819579935946,28.530319998768828,74.88770920843591,0.002460537177720568,forehand
0.5705863709974577,11,881.4769427626198,736.5096822776087,1006.3122213520058,560.4330060504775,124.83527858938605,-176.0766762271312,215.83985427090062,265.3989454919924,671.9818303008497,889.3363103922346,365.7162762829164,178.93247682152628,40.16800097230981,42.71267502912312,0.16737931593218766,forehand
0.7260133085375854,10,359.6292978070743,849.4180748082551,543.3918018982489,777.7125607317761,183.76250409117458,-71.70551407647909,197.2570370324747,209.1332943233451,661.4605687057534,727.644762950821,536.2508298739455,-108.64647820335676,41.42552908523541,72.50152314619922,0.007232542098939244,forehand
0.5017814602557179,3,208.1447511930507,233.5776460593593,258.83871408763514,75.78930637487363,50.693962894584416,-157.78833968448566,165.73182559286596,168.1031140738213,533.3191940075848,709.4944426066497,464.58404141315276,97.95902367757702,32.924831359145486,87.03841749243065,0.008030259909413284,forehand
0.659212665843411,7,502.67316607858305,281.200391548668,742.8647189915705,282.4155449228318,240.1915529129874,1.2151533741638332,240.1946266852678,284.30763641839025,608.1300888086269,679.6246118941078,369.9276617981561,75.5656910212694,44.208191395947274,68.92348847816557,0.01090006299825912,forehand
0.7428296991568485,4,1124.463454891299,227.5278585271086,1361.3547898225265,37.673508976256784,236.89133493122733,-189.85434955085182,303.5822435665103,317.5116009146335,619.7499643595635,863.3175959375816,423.5521589079208,102.26914140290688,30.456333684311076,65.79305199669099,0.02902605093300994,forehand
0.6168511827902745,4,1619.0366803371426,395.87271113456666,1721.3508986525694,379.90605612888567,102.31421831542681,-15.96665500568102,103.5525631820249,116.71287044872048,705.7296222288688,840.8147666210454,486.7187784466387,-137.08169056881195,10.363784394910613,42.24604366250059,0.06094092075216626,forehand
0.5666631194050594,4,841.854820522025,597.1419055738083,1089.2685357266394,535.9763982612616,247.41371520461436,-61.16550731254678,254.86224858960819,292.3465119218173,570.5216253345516,662.3552502090695,293.48997877176225,-29.37598410353027,23.965307003606814,38.04742945633688,0.11449158662442314,forehand
0.7119171116975394,6,1048.6578506478813,656.3014177217415,1270.221466843872,587.4209566866643,221.56361619599048,-68.88046103507708,232.02360641591827,257.0484077956894,633.0370758057992,803.3901182195902,407.8423236502208,4.586128058432962,34.46822753928881,90.91223093789662,0.18421143945903834,forehand
